"","external_gene_name","reg","orgname"
"7491",NA,":117548969:117549037","itridecemlineatus"
"7492",NA,":50230231:50230355","itridecemlineatus"
"7493",NA,":23959174:23959300","itridecemlineatus"
"7494",NA,":62664383:62664449","itridecemlineatus"
"7495",NA,":25427447:25427509","itridecemlineatus"
"7496",NA,":117548493:117548560","itridecemlineatus"
"7497",NA,":175332744:175332861","itridecemlineatus"
"7498",NA,":121269944:121270088","itridecemlineatus"
"7499",NA,":167930994:167931059","itridecemlineatus"
"7500",NA,":18229308:18229550","itridecemlineatus"
"7501",NA,":116019542:116019631","itridecemlineatus"
"7502",NA,":57137720:57137778","itridecemlineatus"
"7503",NA,":141674187:141674256","itridecemlineatus"
"7504",NA,":27512612:27512683","itridecemlineatus"
"7505",NA,":46947329:46947515","itridecemlineatus"
"7506",NA,":17276900:17276962","itridecemlineatus"
"7507",NA,":26632226:26632297","itridecemlineatus"
"7508",NA,":117604689:117604757","itridecemlineatus"
"7509",NA,":99937094:99937197","itridecemlineatus"
"7510",NA,":50022155:50022217","itridecemlineatus"
"7511",NA,":67734185:67734253","itridecemlineatus"
"7512",NA,"X:115560271:115560330","itridecemlineatus"
"7513",NA,":63335402:63335451","itridecemlineatus"
"7514",NA,":21118858:21119011","itridecemlineatus"
"7515",NA,":48712785:48712974","itridecemlineatus"
"7516",NA,":3407:3532","itridecemlineatus"
"7517",NA,"X:63617404:63617518","itridecemlineatus"
"7518",NA,":186105337:186105508","itridecemlineatus"
"7519",NA,":108256518:108256608","itridecemlineatus"
"7520",NA,":110527819:110527883","itridecemlineatus"
"7521",NA,":119092779:119092821","itridecemlineatus"
"7522",NA,":41626024:41626084","itridecemlineatus"
"7523",NA,":144821315:144821389","itridecemlineatus"
"7524",NA,":71754634:71754758","itridecemlineatus"
"7525",NA,":24710889:24710931","itridecemlineatus"
"7526",NA,":31147869:31147935","itridecemlineatus"
"7527",NA,":127447877:127447933","itridecemlineatus"
"7528",NA,":126945452:126945512","itridecemlineatus"
"7529",NA,"7:95226581:95239033","jjaculus"
"7530",NA,"7:95226968:95239033","jjaculus"
"7531",NA,"9:58931439:58936589","jjaculus"
"7532",NA,"7:95223004:95226700","jjaculus"
"7533",NA,"12:111586364:111589551","jjaculus"
"7534",NA,":2647829:2649617","jjaculus"
"7535",NA,":2659984:2661629","jjaculus"
"7536",NA,"9:58936516:58937638","jjaculus"
"7537",NA,"9:58936857:58937638","jjaculus"
"7538",NA,"4:157038556:157039052","jjaculus"
"7539",NA,":2659150:2659825","jjaculus"
"7540",NA,"1:34673494:34673985","jjaculus"
"7541",NA,"11:70722684:70723925","jjaculus"
"7542",NA,"2:64686525:64687552","jjaculus"
"7543",NA,"5:138941075:138941681","jjaculus"
"7544",NA,"11:110034250:110034812","jjaculus"
"7545",NA,"1:182564071:182565001","jjaculus"
"7546",NA,":2649655:2650148","jjaculus"
"7547",NA,"17:56193415:56193700","jjaculus"
"7548",NA,"12:60520713:60521178","jjaculus"
"7549",NA,"X:148723893:148724249","jjaculus"
"7550",NA,"15:46113911:46114298","jjaculus"
"7551",NA,"5:89647901:89648723","jjaculus"
"7552",NA,"10:54087608:54088019","jjaculus"
"7553",NA,":1752331:1753074","jjaculus"
"7554",NA,"8:32434543:32434919","jjaculus"
"7555",NA,"18:38356834:38357337","jjaculus"
"7556",NA,"X:148724109:148724249","jjaculus"
"7557",NA,"5:89636017:89636349","jjaculus"
"7558",NA,":6117045:6117546","jjaculus"
"7559",NA,":845238:846031","jjaculus"
"7560",NA,"11:70720238:70720691","jjaculus"
"7561",NA,"8:82379648:82380076","jjaculus"
"7562",NA,"1:243510465:243510643","jjaculus"
"7563",NA,"12:60518636:60519128","jjaculus"
"7564",NA,":452702:453205","jjaculus"
"7565",NA,"X:110647373:110647604","jjaculus"
"7566",NA,":1121366:1121876","jjaculus"
"7567",NA,":733448:733958","jjaculus"
"7568",NA,"12:107421012:107421172","jjaculus"
"7569",NA,"8:82379946:82380076","jjaculus"
"7570",NA,"11:70717618:70717907","jjaculus"
"7571",NA,"9:33242965:33243165","jjaculus"
"7572",NA,":722052:722448","jjaculus"
"7573",NA,":512997:513393","jjaculus"
"7574",NA,":1429088:1429484","jjaculus"
"7575",NA,":1910193:1910433","jjaculus"
"7576",NA,":1580034:1580430","jjaculus"
"7577",NA,"7:2681086:2681312","jjaculus"
"7578",NA,":1504147:1504338","jjaculus"
"7579",NA,"5:89647294:89647613","jjaculus"
"7580",NA,"22:5919964:5920129","jjaculus"
"7581",NA,"6:37210225:37210407","jjaculus"
"7582",NA,"9:73173017:73173342","jjaculus"
"7583",NA,"12:60520017:60520129","jjaculus"
"7584",NA,"23:3449187:3449410","jjaculus"
"7585",NA,":6118260:6118964","jjaculus"
"7586",NA,"12:60517826:60518048","jjaculus"
"7587",NA,"12:60520020:60520129","jjaculus"
"7588",NA,"16:3136519:3136962","jjaculus"
"7589",NA,"12:66619347:66619685","jjaculus"
"7590",NA,"6:69388267:69388612","jjaculus"
"7591",NA,":1503657:1503809","jjaculus"
"7592",NA,":587959:588335","jjaculus"
"7593",NA,":240849:241225","jjaculus"
"7594",NA,"5:89644859:89645147","jjaculus"
"7595",NA,"18:28517948:28518035","jjaculus"
"7596",NA,"5:56841769:56842246","jjaculus"
"7597",NA,"1:105459141:105459287","jjaculus"
"7598",NA,"10:5522958:5523065","jjaculus"
"7599",NA,"1:65916745:65916922","jjaculus"
"7600",NA,"17:7856713:7856832","jjaculus"
"7601",NA,"1:182565602:182565835","jjaculus"
"7602",NA,"2:108058931:108059090","jjaculus"
"7603",NA,"3:73810519:73810700","jjaculus"
"7604",NA,"6:3857099:3857233","jjaculus"
"7605",NA,"7:2680089:2680480","jjaculus"
"7606",NA,":2092581:2092695","jjaculus"
"7607",NA,"5:89637757:89637946","jjaculus"
"7608",NA,"7:2681762:2682014","jjaculus"
"7609",NA,":239748:239878","jjaculus"
"7610",NA,":2645485:2645608","jjaculus"
"7611",NA,"13:76459937:76460035","jjaculus"
"7612",NA,":846605:846735","jjaculus"
"7613",NA,":63622:63710","jjaculus"
"7614",NA,":1911234:1911562","jjaculus"
"7615",NA,"8:99721867:99722032","jjaculus"
"7616",NA,":451899:451989","jjaculus"
"7617",NA,"23:4028747:4028808","jjaculus"
"7618",NA,":1502869:1502950","jjaculus"
"7619",NA,"18:38356052:38356130","jjaculus"
"7620",NA,"18:58050813:58050887","jjaculus"
"7621",NA,":1120602:1120678","jjaculus"
"7622",NA,":732685:732761","jjaculus"
"7623",NA,"1:51324860:51324998","jjaculus"
"7624",NA,"17:1036731:1036849","jjaculus"
"7625",NA,"23:3448848:3448899","jjaculus"
"7626",NA,"23:3717590:3717651","jjaculus"
"7627",NA,":843656:843769","jjaculus"
"7628",NA,":846067:846206","jjaculus"
"7629",NA,":58057:58121","jjaculus"
"7630",NA,":19110:19174","jjaculus"
"7631",NA,"18:54570330:54570379","jjaculus"
"7632",NA,"4:136275104:136275175","jjaculus"
"7633",NA,"9:46959851:46959890","jjaculus"
"7634",NA,"2:8805189:8805249","jjaculus"
"7635",NA,"2:8835649:8835709","jjaculus"
"7636",NA,"3:186018550:186018908","jjaculus"
"7637",NA,"6:28528999:28529063","jjaculus"
"7638",NA,"10:67686337:67686425","jjaculus"
"7639",NA,"14:81341498:81341578","jjaculus"
"7640",NA,"1:80077173:80079734","jjaculus"
"7641",NA,"2:146397770:146400321","jjaculus"
"7642",NA,":2956581:2958896","jjaculus"
"7643",NA,"2:146395954:146397770","jjaculus"
"7644",NA,"6:67202087:67204295","jjaculus"
"7645",NA,":2945184:2946846","jjaculus"
"7646",NA,"19:2971237:2972340","jjaculus"
"7647",NA,"X:113822825:113823720","jjaculus"
"7648",NA,"2:146395173:146395957","jjaculus"
"7649",NA,"6:67205061:67205913","jjaculus"
"7650",NA,"6:67205896:67206502","jjaculus"
"7651",NA,"1:80079970:80080599","jjaculus"
"7652",NA,"2:146392866:146393484","jjaculus"
"7653",NA,"6:67201007:67201858","jjaculus"
"7654",NA,":2947000:2947675","jjaculus"
"7655",NA,"5:90232051:90232756","jjaculus"
"7656",NA,"1:331090739:331091172","jjaculus"
"7657",NA,"6:67204298:67204905","jjaculus"
"7658",NA,"1:253940873:253941209","jjaculus"
"7659",NA,"13:24260045:24260792","jjaculus"
"7660",NA,"2:27383737:27384217","jjaculus"
"7661",NA,"19:2975183:2975471","jjaculus"
"7662",NA,"5:90240367:90240914","jjaculus"
"7663",NA,"5:74296529:74296824","jjaculus"
"7664",NA,"1:6288964:6289487","jjaculus"
"7665",NA,"1:2542169:2542472","jjaculus"
"7666",NA,"6:10282496:10282756","jjaculus"
"7667",NA,"9:23466256:23466505","jjaculus"
"7668",NA,"X:113822233:113822586","jjaculus"
"7669",NA,"13:24260793:24261082","jjaculus"
"7670",NA,"3:119418517:119419004","jjaculus"
"7671",NA,"5:90241435:90242015","jjaculus"
"7672",NA,"6:67206497:67206765","jjaculus"
"7673",NA,"12:45894140:45894481","jjaculus"
"7674",NA,"4:6710329:6710473","jjaculus"
"7675",NA,"18:28517742:28517957","jjaculus"
"7676",NA,"5:90239752:90240165","jjaculus"
"7677",NA,"12:107420786:107421013","jjaculus"
"7678",NA,":883659:884165","jjaculus"
"7679",NA,"1:174212912:174213384","jjaculus"
"7680",NA,"13:24261382:24261597","jjaculus"
"7681",NA,"2:2257256:2257580","jjaculus"
"7682",NA,"6:5746239:5746444","jjaculus"
"7683",NA,"1:174211487:174211921","jjaculus"
"7684",NA,"5:90231659:90232034","jjaculus"
"7685",NA,":37152:37661","jjaculus"
"7686",NA,":1065884:1066393","jjaculus"
"7687",NA,":87437:87947","jjaculus"
"7688",NA,":240537:241045","jjaculus"
"7689",NA,"6:10282997:10283123","jjaculus"
"7690",NA,"10:84894727:84894954","jjaculus"
"7691",NA,":701376:702089","jjaculus"
"7692",NA,":1249781:1250297","jjaculus"
"7693",NA,":39108:39623","jjaculus"
"7694",NA,"5:90230061:90230730","jjaculus"
"7695",NA,"10:67119570:67119793","jjaculus"
"7696",NA,"5:74295257:74295511","jjaculus"
"7697",NA,"18:37976221:37976458","jjaculus"
"7698",NA,":2529897:2530138","jjaculus"
"7699",NA,"13:41245124:41245687","jjaculus"
"7700",NA,"19:37530536:37530728","jjaculus"
"7701",NA,":402456:402651","jjaculus"
"7702",NA,"12:105866900:105867334","jjaculus"
"7703",NA,":175359:175755","jjaculus"
"7704",NA,":419287:419683","jjaculus"
"7705",NA,"5:74295969:74296229","jjaculus"
"7706",NA,"10:49552717:49552838","jjaculus"
"7707",NA,"1:46746500:46746810","jjaculus"
"7708",NA,"5:128027356:128027760","jjaculus"
"7709",NA,"17:69161760:69161913","jjaculus"
"7710",NA,":378300:378495","jjaculus"
"7711",NA,"X:102493878:102494184","jjaculus"
"7712",NA,"22:11690847:11691031","jjaculus"
"7713",NA,":676203:676398","jjaculus"
"7714",NA,"2:2257843:2258102","jjaculus"
"7715",NA,":648324:648871","jjaculus"
"7716",NA,"5:90239589:90239741","jjaculus"
"7717",NA,"5:90242326:90242516","jjaculus"
"7718",NA,"18:37976771:37976923","jjaculus"
"7719",NA,"6:5746458:5746600","jjaculus"
"7720",NA,"8:49041290:49041444","jjaculus"
"7721",NA,"1:331091406:331091509","jjaculus"
"7722",NA,"5:90233155:90233286","jjaculus"
"7723",NA,"X:110647605:110647761","jjaculus"
"7724",NA,":1301053:1301201","jjaculus"
"7725",NA,"11:4374848:4375033","jjaculus"
"7726",NA,":648985:649361","jjaculus"
"7727",NA,"8:132528394:132528541","jjaculus"
"7728",NA,"8:132528404:132528541","jjaculus"
"7729",NA,"9:135056939:135057065","jjaculus"
"7730",NA,"8:132528396:132528535","jjaculus"
"7731",NA,":1301550:1301686","jjaculus"
"7732",NA,"2:102431205:102431393","jjaculus"
"7733",NA,"5:4152310:4152696","jjaculus"
"7734",NA,"8:132528396:132528530","jjaculus"
"7735",NA,":676565:676695","jjaculus"
"7736",NA,"8:132528407:132528541","jjaculus"
"7737",NA,":1991875:1991989","jjaculus"
"7738",NA,"16:59044728:59044862","jjaculus"
"7739",NA,"3:111302517:111302668","jjaculus"
"7740",NA,"5:90229556:90229814","jjaculus"
"7741",NA,"13:24257927:24258062","jjaculus"
"7742",NA,"8:132528396:132528515","jjaculus"
"7743",NA,"8:132528442:132528541","jjaculus"
"7744",NA,"23:3427813:3428274","jjaculus"
"7745",NA,"5:90235401:90235491","jjaculus"
"7746",NA,"5:90241141:90241336","jjaculus"
"7747",NA,"8:132528429:132528541","jjaculus"
"7748",NA,"8:132528429:132528541","jjaculus"
"7749",NA,"16:36393548:36393682","jjaculus"
"7750",NA,"X:102489391:102489638","jjaculus"
"7751",NA,"19:40639389:40639460","jjaculus"
"7752",NA,":650341:650471","jjaculus"
"7753",NA,":378611:378790","jjaculus"
"7754",NA,":38342:38432","jjaculus"
"7755",NA,":1067073:1067163","jjaculus"
"7756",NA,"8:132528396:132528505","jjaculus"
"7757",NA,"8:132528396:132528521","jjaculus"
"7758",NA,"13:18013718:18013856","jjaculus"
"7759",NA,"13:18013724:18013856","jjaculus"
"7760",NA,"13:18013730:18013856","jjaculus"
"7761",NA,"13:18013730:18013856","jjaculus"
"7762",NA,"16:62678894:62679010","jjaculus"
"7763",NA,"2:160338255:160338404","jjaculus"
"7764",NA,"2:160338255:160338404","jjaculus"
"7765",NA,"8:132528396:132528512","jjaculus"
"7766",NA,"13:18013718:18013853","jjaculus"
"7767",NA,"18:27239161:27239316","jjaculus"
"7768",NA,":78472:78560","jjaculus"
"7769",NA,":403914:403997","jjaculus"
"7770",NA,":677404:677487","jjaculus"
"7771",NA,"2:160338265:160338404","jjaculus"
"7772",NA,"5:90229341:90229465","jjaculus"
"7773",NA,"16:36393835:36393913","jjaculus"
"7774",NA,"17:23115628:23115778","jjaculus"
"7775",NA,":1250963:1251053","jjaculus"
"7776",NA,":885721:885799","jjaculus"
"7777",NA,"14:52166684:52166942","jjaculus"
"7778",NA,"20:17711316:17711399","jjaculus"
"7779",NA,":3376577:3376664","jjaculus"
"7780",NA,"2:160338279:160338404","jjaculus"
"7781",NA,"13:24261086:24261164","jjaculus"
"7782",NA,":88634:88710","jjaculus"
"7783",NA,":40301:40379","jjaculus"
"7784",NA,"5:3548425:3548518","jjaculus"
"7785",NA,"13:18013718:18013838","jjaculus"
"7786",NA,"13:18013740:18013856","jjaculus"
"7787",NA,"23:3429136:3429187","jjaculus"
"7788",NA,":82151:82403","jjaculus"
"7789",NA,"18:27239162:27239287","jjaculus"
"7790",NA,"18:27239162:27239287","jjaculus"
"7791",NA,"18:37977633:37977705","jjaculus"
"7792",NA,"21:7827952:7828063","jjaculus"
"7793",NA,":7533:7597","jjaculus"
"7794",NA,":2530354:2530448","jjaculus"
"7795",NA,":131198:131262","jjaculus"
"7796",NA,"3:63761008:63761087","jjaculus"
"7797",NA,"3:63761008:63761087","jjaculus"
"7798",NA,"18:27239162:27239268","jjaculus"
"7799",NA,"18:27239162:27239268","jjaculus"
"7800",NA,":3208848:3209125","jjaculus"
"7801",NA,":241742:241807","jjaculus"
"7802",NA,"13:18013718:18013818","jjaculus"
"7803",NA,"13:18013718:18013818","jjaculus"
"7804",NA,"2:160338287:160338404","jjaculus"
"7805",NA,"3:63761013:63761087","jjaculus"
"7806",NA,"3:63761013:63761087","jjaculus"
"7807",NA,"3:63761013:63761087","jjaculus"
"7808",NA,"3:63761013:63761087","jjaculus"
"7809",NA,"3:63761013:63761087","jjaculus"
"7810",NA,"3:63761013:63761087","jjaculus"
"7811",NA,"3:63761013:63761087","jjaculus"
"7812",NA,"7:13883195:13883304","jjaculus"
"7813",NA,"13:18013718:18013810","jjaculus"
"7814",NA,"17:7325997:7326103","jjaculus"
"7815",NA,"18:27239162:27239259","jjaculus"
"7816",NA,"X:102491404:102491468","jjaculus"
"7817",NA,NA,"lcanadensis"
"7818",NA,"10:30873464:30885522","lafricana"
"7819",NA,"7:110876810:110889156","lafricana"
"7820",NA,"10:30873798:30885522","lafricana"
"7821",NA,"11:27926072:27934796","lafricana"
"7822",NA,"11:27926394:27934796","lafricana"
"7823",NA,"11:5853062:5859740","lafricana"
"7824",NA,"11:5853387:5859740","lafricana"
"7825",NA,"11:5847488:5853088","lafricana"
"7826",NA,"16:52737412:52743137","lafricana"
"7827",NA,"10:30869800:30873511","lafricana"
"7828",NA,"3:170881388:170887152","lafricana"
"7829",NA,"7:89359774:89365079","lafricana"
"7830",NA,"13:81926867:81931518","lafricana"
"7831",NA,"17:32800405:32804530","lafricana"
"7832",NA,"17:32800741:32804530","lafricana"
"7833",NA,"6:128165164:128167798","lafricana"
"7834",NA,"7:89202962:89207358","lafricana"
"7835",NA,"7:89516514:89519976","lafricana"
"7836",NA,"7:89516522:89519976","lafricana"
"7837",NA,"7:89207700:89210744","lafricana"
"7838",NA,"11:27924230:27926082","lafricana"
"7839",NA,"7:89054096:89057346","lafricana"
"7840",NA,"13:81931537:81934424","lafricana"
"7841",NA,"7:89629782:89632369","lafricana"
"7842",NA,"7:89627025:89629738","lafricana"
"7843",NA,"7:89627337:89629738","lafricana"
"7844",NA,"7:89067103:89069497","lafricana"
"7845",NA,"7:89067111:89069497","lafricana"
"7846",NA,"24:2326961:2329656","lafricana"
"7847",NA,"X:89140644:89142448","lafricana"
"7848",NA,"X:89140645:89142448","lafricana"
"7849",NA,"X:89138356:89140289","lafricana"
"7850",NA,"7:89514034:89516015","lafricana"
"7851",NA,"7:88933162:88934720","lafricana"
"7852",NA,"7:89503903:89505862","lafricana"
"7853",NA,"7:89618233:89620041","lafricana"
"7854",NA,"7:88931399:88933150","lafricana"
"7855",NA,"2:145893564:145894788","lafricana"
"7856",NA,"6:69204295:69205009","lafricana"
"7857",NA,"13:81934670:81935784","lafricana"
"7858",NA,"17:32799225:32800400","lafricana"
"7859",NA,"20:69540340:69540978","lafricana"
"7860",NA,"7:89623750:89625085","lafricana"
"7861",NA,"7:89069537:89070600","lafricana"
"7862",NA,"2:145895153:145896074","lafricana"
"7863",NA,"2:145892237:145893383","lafricana"
"7864",NA,"7:89626095:89627020","lafricana"
"7865",NA,"7:89057720:89058755","lafricana"
"7866",NA,"22:46856053:46856977","lafricana"
"7867",NA,"22:46856054:46856977","lafricana"
"7868",NA,"7:89502846:89503747","lafricana"
"7869",NA,"7:89202029:89202917","lafricana"
"7870",NA,"7:89625241:89625931","lafricana"
"7871",NA,"22:46855044:46855698","lafricana"
"7872",NA,"7:89058856:89059369","lafricana"
"7873",NA,"X:89137584:89138353","lafricana"
"7874",NA,"8:113171961:113172455","lafricana"
"7875",NA,"7:89365514:89366175","lafricana"
"7876",NA,"7:76892576:76892953","lafricana"
"7877",NA,"24:2492365:2492846","lafricana"
"7878",NA,"7:89623031:89623584","lafricana"
"7879",NA,"24:2326282:2326753","lafricana"
"7880",NA,"4:69850808:69851053","lafricana"
"7881",NA,"24:43294463:43294921","lafricana"
"7882",NA,"5:66299016:66299261","lafricana"
"7883",NA,"5:11563107:11563381","lafricana"
"7884",NA,"7:89513657:89514003","lafricana"
"7885",NA,"7:89210741:89211153","lafricana"
"7886",NA,"7:89057348:89057688","lafricana"
"7887",NA,"4:89296415:89296815","lafricana"
"7888",NA,"25:8469921:8470148","lafricana"
"7889",NA,"3:124052693:124052940","lafricana"
"7890",NA,"7:94843238:94843824","lafricana"
"7891",NA,"7:95032707:95033293","lafricana"
"7892",NA,"9:60227689:60228075","lafricana"
"7893",NA,"22:73241960:73242372","lafricana"
"7894",NA,"7:94650445:94651274","lafricana"
"7895",NA,"17:2515679:2516088","lafricana"
"7896",NA,"17:2515588:2516015","lafricana"
"7897",NA,"X:134671942:134672141","lafricana"
"7898",NA,"X:45421510:45421763","lafricana"
"7899",NA,"X:134671942:134672141","lafricana"
"7900",NA,"X:134671942:134672141","lafricana"
"7901",NA,"X:134671942:134672141","lafricana"
"7902",NA,"X:134671942:134672135","lafricana"
"7903",NA,"X:134671932:134672137","lafricana"
"7904",NA,"X:134671938:134672137","lafricana"
"7905",NA,"X:134671942:134672137","lafricana"
"7906",NA,"X:134671942:134672137","lafricana"
"7907",NA,"X:134671942:134672137","lafricana"
"7908",NA,"X:134671942:134672137","lafricana"
"7909",NA,"X:134671942:134672137","lafricana"
"7910",NA,"X:134671942:134672137","lafricana"
"7911",NA,"X:134671942:134672137","lafricana"
"7912",NA,"X:134671942:134672137","lafricana"
"7913",NA,"X:134671942:134672137","lafricana"
"7914",NA,"X:134671942:134672137","lafricana"
"7915",NA,"X:134671942:134672129","lafricana"
"7916",NA,"X:134671941:134672137","lafricana"
"7917",NA,"X:134671941:134672137","lafricana"
"7918",NA,"X:134671942:134672123","lafricana"
"7919",NA,"X:134671952:134672137","lafricana"
"7920",NA,"X:134671958:134672137","lafricana"
"7921",NA,"X:134671942:134672117","lafricana"
"7922",NA,"X:134671962:134672137","lafricana"
"7923",NA,"14:69291889:69292045","lafricana"
"7924",NA,"8:96726793:96726978","lafricana"
"7925",NA,"X:134671942:134672111","lafricana"
"7926",NA,"X:134671968:134672137","lafricana"
"7927",NA,"X:134671932:134672137","lafricana"
"7928",NA,"X:134671938:134672137","lafricana"
"7929",NA,"X:134671941:134672137","lafricana"
"7930",NA,"25:53380009:53380162","lafricana"
"7931",NA,"X:134671942:134672105","lafricana"
"7932",NA,"X:134671952:134672137","lafricana"
"7933",NA,"25:8470017:8470148","lafricana"
"7934",NA,"3:204560117:204560530","lafricana"
"7935",NA,"4:11484140:11484473","lafricana"
"7936",NA,"6:39268593:39268726","lafricana"
"7937",NA,"22:57848845:57849002","lafricana"
"7938",NA,"X:134671942:134672099","lafricana"
"7939",NA,"4:11484141:11484473","lafricana"
"7940",NA,"4:11484140:11484461","lafricana"
"7941",NA,"4:11484140:11484461","lafricana"
"7942",NA,"4:11484140:11484476","lafricana"
"7943",NA,"4:11484147:11484473","lafricana"
"7944",NA,"4:11484147:11484476","lafricana"
"7945",NA,"4:11484153:11484476","lafricana"
"7946",NA,"22:57848845:57849002","lafricana"
"7947",NA,"X:134671942:134672093","lafricana"
"7948",NA,"3:149185825:149185970","lafricana"
"7949",NA,"3:204560145:204560571","lafricana"
"7950",NA,"4:11484153:11484476","lafricana"
"7951",NA,"2:220804302:220804709","lafricana"
"7952",NA,"4:11484166:11484476","lafricana"
"7953",NA,"1:169635434:169635579","lafricana"
"7954",NA,"4:11484159:11484476","lafricana"
"7955",NA,"4:11484159:11484476","lafricana"
"7956",NA,"X:134671942:134672087","lafricana"
"7957",NA,"3:149185825:149185970","lafricana"
"7958",NA,"3:149185828:149185969","lafricana"
"7959",NA,"3:204560092:204560494","lafricana"
"7960",NA,"4:11484140:11484443","lafricana"
"7961",NA,"4:11484140:11484443","lafricana"
"7962",NA,"3:149185828:149185969","lafricana"
"7963",NA,"4:11484140:11484443","lafricana"
"7964",NA,"1:105409797:105409972","lafricana"
"7965",NA,"2:1106885:1107297","lafricana"
"7966",NA,"3:136558741:136558903","lafricana"
"7967",NA,"6:32045977:32046139","lafricana"
"7968",NA,"20:31271894:31272055","lafricana"
"7969",NA,"3:136558741:136558904","lafricana"
"7970",NA,"4:11484143:11484425","lafricana"
"7971",NA,"4:11484153:11484425","lafricana"
"7972",NA,"4:11484159:11484425","lafricana"
"7973",NA,"4:11484140:11484401","lafricana"
"7974",NA,"6:1439401:1439771","lafricana"
"7975",NA,"4:11484141:11484401","lafricana"
"7976",NA,"4:11484147:11484407","lafricana"
"7977",NA,"22:313443:313607","lafricana"
"7978",NA,"22:313443:313607","lafricana"
"7979",NA,"4:11484140:11484401","lafricana"
"7980",NA,"9:63746464:63746877","lafricana"
"7981",NA,"20:53397447:53397594","lafricana"
"7982",NA,"X:87102274:87102399","lafricana"
"7983",NA,"3:136558730:136558900","lafricana"
"7984",NA,"3:136558730:136558900","lafricana"
"7985",NA,"3:136558741:136558897","lafricana"
"7986",NA,"3:204560183:204560595","lafricana"
"7987",NA,"3:204560389:204560793","lafricana"
"7988",NA,"8:4534473:4534876","lafricana"
"7989",NA,"22:313443:313609","lafricana"
"7990",NA,"7:89366190:89366347","lafricana"
"7991",NA,"14:35793695:35793848","lafricana"
"7992",NA,"27:33423186:33423582","lafricana"
"7993",NA,"X:87102274:87102399","lafricana"
"7994",NA,"13:4383455:4383699","lafricana"
"7995",NA,"4:11484140:11484383","lafricana"
"7996",NA,"4:143697817:143697938","lafricana"
"7997",NA,"14:35793695:35793846","lafricana"
"7998",NA,"3:136558730:136558900","lafricana"
"7999",NA,"11:34217589:34217736","lafricana"
"8000",NA,"11:34217589:34217736","lafricana"
"8001",NA,"12:72582596:72582722","lafricana"
"8002",NA,"12:72582596:72582722","lafricana"
"8003",NA,"2:55542005:55542134","lafricana"
"8004",NA,"14:35793695:35793846","lafricana"
"8005",NA,"11:34217589:34217736","lafricana"
"8006",NA,"4:98331768:98331937","lafricana"
"8007",NA,"4:143697817:143697938","lafricana"
"8008",NA,"26:47344417:47344578","lafricana"
"8009",NA,"27:33423131:33423538","lafricana"
"8010",NA,"4:98331777:98331937","lafricana"
"8011",NA,"4:143697816:143697940","lafricana"
"8012",NA,"12:72582596:72582722","lafricana"
"8013",NA,"22:73242199:73242443","lafricana"
"8014",NA,"X:87102274:87102396","lafricana"
"8015",NA,"2:55542003:55542134","lafricana"
"8016",NA,"24:19711430:19711671","lafricana"
"8017",NA,"14:35793696:35793848","lafricana"
"8018",NA,"14:35793696:35793848","lafricana"
"8019",NA,"4:143697816:143697940","lafricana"
"8020",NA,"20:57894195:57894462","lafricana"
"8021",NA,"23:76133908:76134300","lafricana"
"8022",NA,"7:89516157:89516432","lafricana"
"8023",NA,"X:101810205:101810404","lafricana"
"8024",NA,"X:101810205:101810404","lafricana"
"8025",NA,"X:101810205:101810404","lafricana"
"8026",NA,"X:101810204:101810402","lafricana"
"8027",NA,"X:101810204:101810402","lafricana"
"8028",NA,"X:101810204:101810402","lafricana"
"8029",NA,"X:101810204:101810402","lafricana"
"8030",NA,"X:101810204:101810404","lafricana"
"8031",NA,"X:101810204:101810404","lafricana"
"8032",NA,"X:101810204:101810404","lafricana"
"8033",NA,"X:101810204:101810404","lafricana"
"8034",NA,"X:101810204:101810404","lafricana"
"8035",NA,"X:101810204:101810404","lafricana"
"8036",NA,"X:101810204:101810404","lafricana"
"8037",NA,"X:101810204:101810404","lafricana"
"8038",NA,"X:101810204:101810404","lafricana"
"8039",NA,"X:101810204:101810404","lafricana"
"8040",NA,"X:101810207:101810403","lafricana"
"8041",NA,"X:101810207:101810403","lafricana"
"8042",NA,"X:101810207:101810403","lafricana"
"8043",NA,"3:211159697:211160119","lafricana"
"8044",NA,"22:41169687:41169773","lafricana"
"8045",NA,"25:50570324:50570501","lafricana"
"8046",NA,"X:101810204:101810401","lafricana"
"8047",NA,"X:101810204:101810401","lafricana"
"8048",NA,"X:101810204:101810401","lafricana"
"8049",NA,"X:101810205:101810402","lafricana"
"8050",NA,"X:101810205:101810402","lafricana"
"8051",NA,"X:101810205:101810402","lafricana"
"8052",NA,"X:101810205:101810402","lafricana"
"8053",NA,"X:101810205:101810402","lafricana"
"8054",NA,"X:101810205:101810402","lafricana"
"8055",NA,"X:101810205:101810402","lafricana"
"8056",NA,"X:101810205:101810402","lafricana"
"8057",NA,"X:101810205:101810402","lafricana"
"8058",NA,"X:101810205:101810402","lafricana"
"8059",NA,"X:101810205:101810404","lafricana"
"8060",NA,"X:101810205:101810404","lafricana"
"8061",NA,"X:101810206:101810403","lafricana"
"8062",NA,"X:101810206:101810403","lafricana"
"8063",NA,"X:101810206:101810403","lafricana"
"8064",NA,"X:101810206:101810403","lafricana"
"8065",NA,"X:101810206:101810403","lafricana"
"8066",NA,"X:101810206:101810403","lafricana"
"8067",NA,"X:101810206:101810403","lafricana"
